0,0.0
1,0.0
2,0.0
3,4.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,1.0
14,0.0
15,1.0
16,3.0
17,6.0
18,0.0
19,0.0
20,0.0
21,0.0
22,3.0
23,2.0
24,0.0
25,2.0
26,2.0
27,1.0
28,0.0
29,0.0
30,0.0
31,0.0
32,1.0
33,3.0
34,0.0
35,0.0
36,0.0
37,0.0
38,2.0
39,0.0
40,1.0
41,2.0
42,3.0
43,2.0
44,0.0
45,3.0
46,0.0
47,1.0
48,0.0
49,2.0
50,3.0
51,2.0
52,5.0
53,0.0
54,2.0
55,4.0
56,4.0
57,0.0
58,27.0
59,0.0
60,1.0
61,0.0
62,0.0
63,0.0
64,0.0
65,3.0
66,1.0
67,3.0
68,0.0
69,2.0
70,1.0
71,0.0
72,0.0
73,0.0
74,0.0
75,2.0
76,0.0
77,3.0
78,63.0
79,0.0
80,0.0
81,0.0
82,0.0
83,3.0
84,1.0
85,0.0
86,3.0
87,5.0
88,2.0
89,0.0
90,4.0
91,2.0
92,0.0
93,0.0
94,0.0
95,14.0
96,0.0
97,0.0
98,3.0
99,1.0
100,0.0
101,11.0
102,0.0
103,0.0
104,0.0
105,2.0
106,1.0
107,6.0
108,1.0
109,2.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,1.0
116,1.0
117,0.0
118,3.0
119,0.0
120,2.0
121,2.0
122,2.0
123,0.0
124,1.0
125,3.0
126,4.0
127,4.0
128,1.0
129,4.0
130,1.0
131,0.0
132,0.0
133,0.0
134,1.0
135,0.0
136,14.0
137,7.0
138,4.0
139,0.0
140,4.0
141,2.0
142,0.0
143,0.0
144,4.0
145,0.0
146,0.0
147,1.0
148,3.0
149,5.0
150,1.0
151,0.0
152,2.0
153,3.0
154,0.0
155,0.0
156,0.0
157,0.0
158,2.0
159,0.0
160,3.0
161,0.0
162,3.0
163,5.0
164,3.0
165,2.0
166,1.0
167,0.0
168,0.0
169,0.0
170,4.0
171,0.0
172,1.0
173,0.0
174,4.0
175,3.0
176,0.0
177,0.0
178,0.0
179,4.0
180,2.0
181,0.0
182,1.0
183,2.0
184,0.0
185,3.0
186,0.0
187,2.0
188,0.0
189,0.0
190,0.0
191,0.0
192,2.0
193,0.0
194,3.0
195,0.0
196,5.0
197,4.0
198,2.0
199,1.0
200,0.0
201,0.0
202,2.0
203,0.0
204,4.0
205,4.0
206,0.0
207,3.0
208,4.0
209,0.0
210,0.0
211,0.0
212,4.0
213,3.0
214,0.0
215,2.0
216,1.0
217,5.0
218,2.0
219,0.0
220,4.0
221,0.0
222,0.0
223,0.0
224,3.0
225,1.0
226,3.0
227,0.0
228,0.0
229,3.0
230,0.0
231,1.0
232,2.0
233,0.0
234,0.0
235,0.0
236,2.0
237,2.0
238,2.0
239,2.0
240,0.0
241,4.0
242,2.0
243,2.0
244,0.0
245,4.0
246,0.0
247,1.0
248,0.0
249,2.0
250,0.0
251,2.0
252,1.0
253,3.0
254,2.0
255,3.0
256,2.0
257,0.0
258,0.0
259,0.0
260,0.0
261,0.0
262,1.0
263,0.0
264,3.0
265,2.0
266,2.0
267,3.0
268,2.0
269,4.0
270,0.0
271,0.0
272,0.0
273,3.0
274,3.0
275,2.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,3.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,1.0
291,0.0
292,0.0
293,1.0
294,0.0
295,0.0
296,3.0
297,7.0
298,0.0
299,3.0
300,3.0
301,0.0
302,0.0
303,1.0
304,2.0
305,1.0
306,0.0
307,3.0
308,0.0
309,8.0
310,0.0
311,0.0
312,5.0
313,4.0
314,0.0
315,1.0
316,2.0
317,0.0
318,0.0
319,2.0
320,0.0
321,4.0
322,2.0
323,0.0
324,0.0
325,3.0
326,2.0
327,2.0
328,2.0
329,0.0
330,0.0
331,1.0
332,0.0
333,1.0
334,3.0
335,3.0
336,1.0
337,3.0
338,0.0
339,0.0
340,2.0
341,0.0
342,3.0
343,4.0
344,1.0
345,1.0
346,0.0
347,7.0
348,1.0
349,0.0
350,3.0
351,0.0
352,0.0
353,3.0
354,3.0
355,4.0
356,0.0
357,1.0
358,1.0
359,3.0
360,3.0
361,5.0
362,4.0
363,0.0
364,0.0
365,3.0
366,1.0
367,1.0
368,1.0
369,3.0
370,0.0
371,0.0
372,4.0
373,0.0
374,1.0
375,2.0
376,0.0
377,3.0
378,0.0
379,3.0
380,3.0
381,2.0
382,6.0
383,4.0
384,1.0
385,0.0
386,0.0
387,1.0
388,3.0
389,3.0
390,1.0
391,0.0
392,3.0
393,4.0
394,0.0
395,2.0
396,2.0
397,0.0
398,1.0
399,3.0
400,2.0
401,4.0
402,0.0
403,3.0
404,3.0
405,3.0
406,0.0
407,0.0
408,2.0
409,2.0
410,3.0
411,6.0
412,0.0
413,0.0
414,3.0
415,0.0
416,0.0
417,1.0
418,0.0
419,0.0
420,0.0
421,4.0
422,2.0
423,4.0
424,3.0
425,1.0
426,3.0
427,0.0
428,0.0
429,2.0
430,14.0
431,0.0
432,3.0
433,0.0
434,3.0
435,0.0
436,3.0
437,0.0
438,3.0
439,0.0
440,6.0
441,0.0
442,2.0
443,0.0
444,0.0
445,0.0
446,0.0
447,2.0
448,0.0
449,2.0
450,0.0
451,0.0
452,0.0
453,39.0
454,1.0
455,3.0
456,0.0
457,1.0
458,1.0
459,3.0
460,0.0
461,4.0
462,0.0
463,0.0
464,1.0
465,1.0
466,2.0
467,0.0
468,3.0
469,2.0
470,5.0
471,0.0
472,0.0
473,0.0
474,0.0
475,0.0
476,3.0
477,1.0
478,0.0
479,2.0
480,0.0
481,3.0
482,0.0
483,15.0
484,3.0
485,3.0
486,0.0
487,2.0
488,0.0
489,0.0
490,3.0
491,4.0
492,0.0
493,0.0
494,3.0
495,0.0
496,3.0
497,0.0
498,1.0
499,0.0
500,2.0
501,0.0
502,0.0
503,0.0
504,2.0
505,2.0
506,0.0
507,21.0
508,3.0
509,3.0
510,1.0
511,2.0
512,0.0
513,0.0
514,0.0
515,3.0
516,4.0
517,1.0
518,9.0
519,0.0
520,0.0
521,15.0
522,0.0
523,2.0
524,3.0
525,2.0
526,1.0
527,0.0
528,0.0
529,0.0
530,4.0
531,0.0
532,0.0
533,4.0
534,0.0
535,2.0
536,4.0
537,0.0
538,0.0
539,0.0
540,3.0
541,3.0
542,4.0
543,0.0
544,0.0
545,5.0
546,0.0
547,2.0
548,0.0
549,2.0
550,0.0
551,0.0
552,1.0
553,4.0
554,0.0
555,0.0
556,2.0
557,13.0
558,7.0
559,0.0
560,3.0
561,3.0
562,3.0
563,6.0
564,7.0
565,4.0
566,3.0
567,1.0
568,0.0
569,2.0
570,3.0
571,2.0
572,5.0
